,Tiempo [s],Corriente tubo [A],Err corriente tubo [A],Tension tubo [V],Err tension tubo [V],"Medicion ""corriente"" [V]","Medicion ""tension"" [V]","Rango ""corriente""","Rango ""tension""",Hora
0,0.0,4.679004037685061e-10,2.342140209015951e-12,26.553923260949365,0.3983422193623743,6.953e-06,0.024285538,0.1,0.1,13:09:55
1,1.3258881568908691,4.5948855989232836e-10,2.300033603370002e-12,26.619773705886075,0.3993300566571598,6.828e-06,0.024345763,0.1,0.1,
2,2.4084789752960205,4.6157469717362046e-10,2.3104760415694606e-12,26.724318506607595,0.40089836010429347,6.859e-06,0.024441377,0.1,0.1,
3,3.4897336959838867,5.253028263795424e-10,2.629475686129248e-12,27.472599155316452,0.4121235214695424,7.806e-06,0.025125736,0.1,0.1,
4,4.566835880279541,7.207267833109018e-10,3.607696350672287e-12,41.04013156705063,0.6156535482952802,1.071e-05,0.037534253,0.1,0.1,
5,5.656066656112671,7.781965006729475e-10,3.895368681358746e-12,46.566044639405064,0.6985491799258344,1.1564e-05,0.042588111,0.1,0.1,
6,6.7345874309539795,7.165545087483176e-10,3.5868114742091343e-12,55.85661871897469,0.8379194163913278,1.0648e-05,0.051085029,0.1,0.1,
7,7.819137096405029,6.955585464333782e-10,3.4817133862091613e-12,64.60457681102531,0.9691497423282228,1.0336e-05,0.059085685,0.1,0.1,
8,8.894559621810913,6.44414535666218e-10,3.225705223195953e-12,72.74885329477215,1.0913240811418528,9.576e-06,0.066534229,0.1,0.1,
9,9.97912073135376,6.374158815612383e-10,3.190672527212564e-12,80.57541294625317,1.2087322792841286,9.472e-06,0.073692198,0.1,0.1,
10,11.058226585388184,5.988559892328399e-10,2.997655846497496e-12,89.3972942288228,1.3410715417727193,8.899e-06,0.081760462,0.1,0.1,
11,12.145185708999634,6.5e-10,3.253664009414925e-12,97.87028174355696,1.4681769806545262,9.659e-06,0.089509638,0.1,0.1,
12,13.218491554260254,5.645356662180351e-10,2.825860895140019e-12,106.23683267899999,1.5936857070531751,8.389e-06,0.097161468,0.1,0.1,
13,14.303005695343018,6.555854643337819e-10,3.2816227956351552e-12,114.64383916559493,1.7197979177251232,9.742e-06,0.1048503,0.1,1.0,
