,Tiempo [s],Corriente tubo [A],Err corriente tubo [A],Tension tubo [V],Err tension tubo [V],"Medicion ""corriente"" [V]","Medicion ""tension"" [V]","Rango ""corriente""","Rango ""tension""",Hora
0,0.0,3.775235531628533e-10,1.889746838461561e-12,26.651376517025316,0.3998041201439825,5.61e-06,0.024374665,0.1,0.1,12:33:26
1,1.6681671142578125,1.0154777927321669e-10,5.083133532029665e-13,26.74262308374684,0.40117287143622427,1.509e-06,0.024458113,0.1,0.1,
2,2.846155881881714,1.4286675639300132e-10,7.151409854205824e-13,26.90095298993671,0.403548027591831,2.123e-06,0.024602918,0.1,0.1,
3,4.026254177093506,3.0746971736204577e-10,1.5390830281805972e-12,23.0825045248481,0.3462665536459729,4.569e-06,0.021110666,0.1,0.1,
4,5.210187673568726,4.481830417227456e-11,2.2434647232718876e-13,46.15289384635444,0.6923512369608081,6.66e-07,0.042210244,0.1,0.1,
5,6.38940691947937,3.207940780619112e-10,1.605779891118683e-12,52.325494816177205,0.7849480459178712,4.767e-06,0.047855549,0.1,0.1,
6,7.569566249847412,4.5040376850605656e-10,2.254558469281473e-12,62.19259120849367,0.9329668819617464,6.693e-06,0.056879742,0.1,0.1,
7,8.749505281448364,4.251682368775236e-10,2.128238652423428e-12,71.69427064944304,1.0755039714314545,6.318e-06,0.065569732,0.1,0.1,
8,9.93153691291809,3.8943472409152085e-10,1.9493697919143007e-12,80.50003291256962,1.2076014290649226,5.787e-06,0.073623254,0.1,0.1,
9,11.1146399974823,4.912516823687753e-12,2.4593738233533024e-14,89.89473128729114,1.3485335884261562,7.3e-08,0.082215397,0.1,0.1,
10,12.288640260696411,5.26043068640646e-10,2.6331810674303257e-12,98.87824451017721,1.483297657273613,7.817e-06,0.090431493,0.1,0.1,
11,13.463438749313354,1.547779273216689e-10,7.747639363376714e-13,108.05222903522784,1.6209188353399004,2.3e-06,0.098821777,0.1,0.1,
12,14.645106077194214,4.566621803499327e-10,2.2858857838747562e-12,116.66561368792404,1.7501269633998717,6.786e-06,0.10669936,0.1,1.0,
13,15.797009229660034,2.3257065948855989e-10,1.164165815382236e-12,125.66758810184811,1.8851675370799224,3.456e-06,0.11493233,0.1,1.0,
14,16.94968843460083,4.3149394347240914e-10,2.159902819841157e-12,135.1854575407848,2.027947261258451,6.412e-06,0.12363713,0.1,1.0,
15,18.10324764251709,3.2987886944818304e-10,1.6512550249747717e-12,144.04346149002532,2.160828129226413,4.902e-06,0.13173843,0.1,1.0,
16,19.261292457580566,2.1366083445491252e-10,1.0695101675113035e-12,152.48326008765824,2.287435402292275,3.175e-06,0.13945725,0.1,1.0,
17,20.412126064300537,4.993943472409152e-10,2.49978734061924e-12,162.10199485368355,2.431728249064714,7.421e-06,0.1482543,0.1,1.0,
18,21.567622661590576,3.1870794078061914e-10,1.5953374529777798e-12,171.29952411817723,2.569702394299461,4.736e-06,0.15666612,0.1,1.0,
19,22.721994876861572,2.3257065948855989e-10,1.164165815382236e-12,179.97032595653167,2.6997750051476035,3.456e-06,0.16459621,0.1,1.0,
20,23.875553131103516,3.628532974427995e-10,1.8163129184303276e-12,188.64098243622786,2.8298454836820635,5.392e-06,0.17252617,0.1,1.0,
21,25.030496835708618,4.1884253028263797e-10,2.0965744850114695e-12,198.10719060992406,2.971850193849077,6.224e-06,0.18118372,0.1,1.0,
22,26.18795156478882,2.718034993270525e-10,1.360551021687245e-12,206.93716032834178,3.1043105039492036,4.039e-06,0.18925938,0.1,1.0,
23,27.348374605178833,2.858008075370121e-10,1.430616412844465e-12,215.44576497160762,3.231949980861513,4.247e-06,0.19704113,0.1,1.0,
24,28.51573085784912,6.528263795423957e-10,3.267811828947899e-12,224.91368516925317,3.3739804428168454,9.701e-06,0.20570025,0.1,1.0,
25,29.688236236572266,2.731493943472409e-10,1.3672880785248388e-12,233.40354376568357,3.5013386183471975,4.059e-06,0.21346485,0.1,1.0,
26,30.852383375167847,4.539030955585464e-10,2.2720748172255314e-12,242.68357600525317,3.6405504896625573,6.745e-06,0.22195213,0.1,1.0,
27,32.02049684524536,5.701884253028264e-10,2.8541565341824747e-12,251.42009941396202,3.7716090495526498,8.473e-06,0.22994233,0.1,1.0,
28,33.190553188323975,2.1574697173620457e-10,1.0799526055145136e-12,260.9991749572912,3.9153068167835485,3.206e-06,0.2387031,0.1,1.0,
29,34.36141753196716,6.717362045760431e-10,3.3624674786884004e-12,270.16925029369617,4.052869261453449,9.982e-06,0.24708982,0.1,1.0,
30,35.537052631378174,5.022207267833109e-10,2.513935160126679e-12,279.3239397818101,4.190200760149125,7.463e-06,0.25546246,0.1,1.0,
31,36.71661162376404,4.3075370121130553e-10,2.156197438547303e-12,289.05396662317725,4.336163044510814,6.401e-06,0.26436129,0.1,1.0,
32,37.901331663131714,5.9185733512786e-10,2.9626231505291076e-12,297.7942616133545,4.467278192725557,8.795e-06,0.27235494,0.1,1.0,
33,39.09093952178955,3.5652759084791387e-10,1.7846487510924775e-12,306.85344314718986,4.603176940650737,5.298e-06,0.28064023,0.1,1.0,
34,40.280075788497925,6.542395693135935e-10,3.2748857387145047e-12,316.02388165926584,4.74074479811691,9.722e-06,0.28902728,0.1,1.0,
35,41.47170090675354,2.493270524899058e-10,1.2480421726596926e-12,325.49524661981013,4.882826763648881,3.705e-06,0.29768954,0.1,1.0,
36,42.668516874313354,5.092193808882907e-10,2.5489678560528442e-12,334.6765432061646,5.0205574970755675,7.567e-06,0.30608652,0.1,1.0,
37,43.867040395736694,5.442126514131898e-10,2.7241313357421725e-12,344.02150400439234,5.16074334367143,8.087e-06,0.31463318,0.1,1.0,
38,45.067716121673584,4.783983849259758e-10,2.3946892528727887e-12,353.3643997650506,5.300898189706833,7.109e-06,0.32317795,0.1,1.0,
39,46.273534536361694,2.977119784656797e-10,1.4902393659704566e-12,353.4771653142278,5.302589770553553,4.424e-06,0.32328108,0.1,1.0,
40,47.48267388343811,5.877026917900404e-05,2.941749318957821e-07,372.92085131531644,5.607369730503621,0.8733262,0.34186249,10.0,1.0,
41,48.89881491661072,7.35649596231494e-07,3.6823921220306834e-09,373.2960463342152,5.600061143261589,0.010931753,0.34141691,0.1,1.0,
42,50.10924005508423,0.00035606880888290713,1.7823045403672921e-06,374.84474438240505,5.702503728491671,5.2911825,0.34766249,10.0,1.0,
43,51.23636054992676,0.00038681260430686404,1.9361927911900073e-06,379.9079142422785,5.785310818648455,5.7480353,0.35271096,10.0,1.0,
