,Tiempo [s],Corriente [A],Err corriente [A],Tension [V],Err tension [V],Hora
0,0.0,5.723485868102288e-09,2.8649673835484266e-11,247.41586415368351,3.7115417731173284,10:04:26
1,1.585425615310669,5.736204576043069e-09,2.8713339023546574e-11,260.10138549822796,3.9018401077098135,
2,2.742502450942993,5.709353970390309e-09,2.857893473763727e-11,268.7805947405189,4.0320388531134785,
3,3.902830123901367,5.624764468371467e-09,2.8155510709096224e-11,277.8036807332152,4.167396157387443,
4,5.057985305786133,5.559892328398385e-09,2.7830784564694316e-11,287.2136459464557,4.3085571274327155,
5,6.22100567817688,5.577523553162853e-09,2.7919040010579456e-11,295.8315582398988,4.437836353566848,
6,7.376158237457275,5.580349932705248e-09,2.7933187830148826e-11,305.0296970842279,4.575819684152842,
7,8.526649951934814,5.5520861372812924e-09,2.77917096344551e-11,313.78760964397475,4.707199075240084,
8,9.69543170928955,5.542261103633917e-09,2.7742529118809197e-11,323.1080788347849,4.847017507786044,
9,10.856094121932983,5.521803499327052e-09,2.7640125853354732e-11,332.2299748900505,4.983857098117583,
10,12.028615236282349,5.425168236877524e-09,2.715640516522153e-11,340.94176864022785,5.114544635426926,
11,13.191628456115724,5.488627187079408e-09,2.747405739983818e-11,350.76313653558225,5.261877177365797,
12,14.354287147521973,5.488627187079408e-09,2.747405739983818e-11,359.494752283557,5.39286209042178,
13,15.520388841629028,5.414602960969044e-09,2.7103519268259928e-11,368.2007397168482,5.523462530918401,
14,16.68555188179016,5.262247644683714e-09,2.634088442290373e-11,377.16523113920243,5.657940829882794,
15,17.8411123752594,5.3469044414535666e-09,2.6764645304289606e-11,385.96972107664567,5.790018963761371,
16,18.99713158607483,5.404037685060565e-09,2.7050633371298332e-11,395.56594602941766,5.9339740848513305,
17,20.155218601226807,5.303903095558547e-09,2.6549396335127716e-11,404.35530598678486,6.065825209334786,
18,21.30613875389099,5.165679676985194e-09,2.5857500587619232e-11,412.88440330293673,6.193772067465631,
19,22.466296195983887,5.196702557200538e-09,2.6012789750034595e-11,422.45950405788597,6.337410293937549,
20,23.62133002281189,5.2629878869448185e-09,2.6344589804219503e-11,431.0549133521265,6.466351958413332,
21,24.77838683128357,5.18257065948856e-09,2.594205065218811e-11,440.0032650467468,6.600588157762703,
22,25.939958095550537,5.2185733512786e-09,2.612226692527323e-11,448.5921690308609,6.729432227881481,
23,27.106221675872803,5.1113728129205926e-09,2.558566034018083e-11,458.0633874247469,6.87151206109977,
24,28.264557361602783,5.134656796769852e-09,2.570221142520396e-11,466.9646118201392,7.005041316451333,
25,29.426075220108032,5.104306864064603e-09,2.5550290791257633e-11,475.80283501278484,7.1376254647691715,
26,30.593080520629883,4.992193808882907e-09,2.4989093948343504e-11,485.8236426006835,7.287949806828685,
27,31.763772010803223,5.074697173620458e-09,2.540207553862714e-11,493.93565727544313,7.4096399645427615,
28,32.93538999557495,4.9216689098250334e-09,2.463607216480625e-11,503.727167495519,7.556524556584184,
29,34.11521530151367,4.856056527590848e-09,2.4307640639092145e-11,512.5324906538101,7.688615156296594,
30,35.284711599349976,5.028869448183041e-09,2.5172678749896925e-11,521.3825633383418,7.821377106770726,
31,36.45323324203491,4.9096904441453575e-09,2.4576112358060472e-11,530.2825105668101,7.954887171299146,
32,37.62985467910767,4.954777927321669e-09,2.4801803765474443e-11,539.2449981238987,8.089335453847855,
33,38.82047152519226,4.8793405114401084e-09,2.442419172411475e-11,548.8716873117341,8.233747546162387,
34,40.010454416275024,4.830686406460296e-09,2.4180647115816132e-11,557.8751898857467,8.368811083220553,
35,41.2013041973114,4.929407806191117e-09,2.4674810242198194e-11,567.5843848316582,8.514460901615694,
36,42.38892602920532,8.950538358008076e-09,4.4803115255467305e-11,576.632689338418,8.650197429676881,
37,43.58501172065735,5.31514131897712e-09,2.6605650760558118e-11,585.7022978113038,8.786251836500881,
38,44.77982139587402,0.0016952267160161,8.485602876484182e-06,516.1334186331646,8.120529313856197,
39,46.18615794181824,0.0018719122476446,9.37001747495112e-06,520.8009271415191,8.22993408034691,
40,47.383142709732056,0.0019486994616419,9.754382467426043e-06,526.0438458121519,8.325701543382351,
41,48.590890407562256,0.0020397198519515,1.0209992845966989e-05,530.3330561258228,8.410335050353856,
