#Thorlabs FTS
[SpectrumHeader]
#Date,20240423
#Time,12060787
#GMTTime,15060787
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00404267
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,1000.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9799.268555
#WnrMax,51674.531250
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.934625244e+02,1.391815674e-02
1.936655121e+02,1.585467719e-02
1.938684998e+02,2.208522148e-02
1.940715179e+02,5.554633215e-03
1.942745514e+02,1.105547417e-02
1.944776001e+02,-3.033414250e-03
1.946806641e+02,9.034756571e-03
1.948837433e+02,1.285166666e-02
1.950868378e+02,7.603415754e-03
1.952899628e+02,1.658437960e-02
1.954930878e+02,1.958739012e-02
1.956962280e+02,1.254294626e-02
1.958993835e+02,1.178517751e-02
1.961025696e+02,2.607753966e-03
1.963057556e+02,1.012931205e-02
1.965089722e+02,6.368532777e-03
1.967122040e+02,1.767893508e-02
1.969154358e+02,8.782166988e-03
1.971186981e+02,3.702308983e-03
1.973219757e+02,1.386202499e-02
1.975252533e+02,2.299033338e-03
1.977285614e+02,1.223422587e-02
1.979318848e+02,8.782166988e-03
1.981352234e+02,1.127999835e-02
1.983385773e+02,-5.222524516e-03
1.985419464e+02,4.095226061e-03
1.987453461e+02,4.039095249e-03
1.989487457e+02,1.529336628e-02
1.991521606e+02,-6.232882850e-03
1.993555908e+02,7.491153665e-03
1.995590515e+02,3.702308983e-03
1.997625122e+02,-8.309731260e-03
1.999660034e+02,3.646178171e-03
2.001694946e+02,1.008019666e-03
2.003730164e+02,1.330071501e-02
2.005765533e+02,1.313232165e-02
2.007800903e+02,-5.868031178e-03
2.009836578e+02,5.217846949e-03
2.011872406e+02,2.042935602e-02
2.013908386e+02,1.551789045e-02
2.015944519e+02,9.315411560e-03
2.017980804e+02,1.259907708e-02
2.020017242e+02,-2.752759261e-03
2.022053833e+02,2.972605638e-03
2.024090576e+02,1.621952839e-02
2.026127472e+02,1.344805933e-03
2.028164520e+02,9.427674115e-03
2.030201721e+02,-1.714335172e-03
2.032239227e+02,7.042105310e-03
2.034276733e+02,-7.243241649e-03
2.036314545e+02,1.655631512e-02
2.038352356e+02,1.102740876e-02
2.040390472e+02,8.950560354e-03
2.042428589e+02,9.147019126e-03
2.044467010e+02,1.105547417e-02
2.046505585e+02,8.305053227e-03
2.048544159e+02,2.127132192e-02
2.050583038e+02,6.284336559e-03
2.052622070e+02,-2.268629032e-04
2.054661255e+02,6.424664054e-03
2.056700592e+02,1.635985635e-02
2.058740082e+02,5.049453583e-03
2.060779724e+02,1.386202499e-02
2.062819519e+02,1.476012170e-02
2.064859467e+02,8.922494948e-03
2.066899567e+02,6.712335744e-04
2.068939972e+02,7.519219071e-03
2.070980377e+02,1.906116144e-03
2.073020935e+02,-1.798531739e-03
2.075061798e+02,6.312401965e-03
2.077102661e+02,2.691950649e-03
2.079143677e+02,1.386202499e-02
2.081184998e+02,1.394622214e-02
2.083226471e+02,2.804212738e-03
2.085267944e+02,-2.079186961e-03
2.087309723e+02,2.326397225e-02
2.089351654e+02,9.147019126e-03
2.091393585e+02,5.891419016e-03
2.093435822e+02,4.572339822e-03
2.095478210e+02,4.123291932e-03
2.097520752e+02,-9.846318280e-04
2.099563446e+02,2.219748311e-02
2.101606293e+02,5.554633215e-03
2.103649292e+02,7.827939466e-03
2.105692444e+02,7.070170715e-03
2.107735748e+02,1.071868744e-02
2.109779205e+02,8.529577404e-03
2.111822815e+02,7.968267426e-03
2.113866730e+02,2.230974473e-02
2.115910645e+02,2.315171063e-02
2.117954712e+02,1.383395959e-02
2.119999084e+02,-4.464755766e-03
2.122043457e+02,1.579854637e-02
2.124088135e+02,-5.075180670e-04
2.126132812e+02,1.038190164e-02
2.128177795e+02,1.703342795e-02
2.130222778e+02,3.255365789e-02
2.132268066e+02,1.254294626e-02
2.134313507e+02,7.659546565e-03
2.136359100e+02,-3.678921144e-03
2.138404694e+02,2.390947938e-02
2.140450592e+02,1.908221096e-02
2.142496643e+02,1.262714248e-02
2.144542847e+02,2.572672201e-05
2.146589203e+02,1.321651880e-02
2.148635712e+02,8.697970770e-03
2.150682373e+02,-2.275645500e-03
2.152729187e+02,9.455739520e-03
2.154776154e+02,1.681592083e-03
2.156823273e+02,7.603415754e-03
2.158870697e+02,2.012063563e-02
2.160918121e+02,1.720182225e-02
2.162965698e+02,6.228205282e-03
2.165013580e+02,1.818411425e-02
2.167061462e+02,1.153258793e-02
2.169109497e+02,-4.941869527e-03
2.171157837e+02,1.990312710e-03
2.173206177e+02,1.597395516e-03
2.175254822e+02,6.228205282e-03
2.177303467e+02,3.646178171e-03
2.179352417e+02,4.235554021e-03
2.181401520e+02,1.232543844e-03
2.183450623e+02,1.302006003e-02
2.185500031e+02,-1.146008508e-04
2.187549591e+02,4.095226061e-03
2.189599304e+02,1.243068371e-02
2.191649017e+02,1.313232165e-02
2.193699036e+02,2.832278144e-03
2.195749207e+02,2.138358355e-02
2.197799530e+02,7.238564081e-03
2.199850006e+02,6.508860737e-03
2.201900635e+02,-6.738062017e-03
2.203951416e+02,1.484431792e-02
2.206002350e+02,8.108594455e-03
2.208053589e+02,1.234648749e-02
2.210104828e+02,1.436720416e-02
2.212156219e+02,-1.517876517e-03
2.214207764e+02,5.582698621e-03
2.216259613e+02,-2.472104039e-03
2.218311462e+02,-1.882728306e-03
2.220363464e+02,1.310425624e-02
2.222415771e+02,-8.162386948e-04
2.224468079e+02,1.164484955e-02
2.226520691e+02,5.028404412e-04
2.228573303e+02,2.099066600e-02
2.230626221e+02,1.569329994e-03
2.232679138e+02,1.282360125e-02
2.234732361e+02,-1.742400695e-03
2.236785583e+02,1.007318124e-02
2.238839111e+02,1.874542423e-02
2.240892792e+02,1.064150711e-03
2.242946625e+02,1.105547417e-02
2.245000458e+02,-3.201807383e-03
2.247054596e+02,1.287973206e-02
2.249108887e+02,1.745441183e-02
2.251163330e+02,2.551622922e-03
2.253217926e+02,5.189781543e-03
2.255272675e+02,9.820591658e-03
2.257327576e+02,1.759473793e-02
2.259382629e+02,3.926833160e-03
2.261437836e+02,3.421653993e-03
2.263493195e+02,7.322760299e-03
2.265548706e+02,1.055029500e-02
2.267604370e+02,-4.605083261e-03
2.269660187e+02,1.840863936e-02
2.271716309e+02,1.557402126e-02
2.273772430e+02,-3.671904851e-04
2.275828705e+02,3.477785038e-03
2.277885132e+02,1.262714248e-02
2.279941864e+02,9.062821977e-03
2.281998596e+02,3.982964437e-03
2.284055634e+02,5.302043632e-03
2.286112671e+02,2.368495613e-02
2.288169861e+02,1.338491123e-02
2.290227356e+02,9.203149937e-03
2.292284851e+02,8.192791604e-03
2.294342651e+02,6.845646538e-03
2.296400604e+02,-1.040762872e-03
2.298458557e+02,-6.008358672e-03
2.300516815e+02,-7.243241649e-03
2.302575226e+02,1.969965175e-02
2.304633636e+02,1.871735975e-02
2.306692352e+02,-1.602073084e-03
2.308751221e+02,2.320784144e-02
2.310810089e+02,2.467426471e-03
2.312869263e+02,6.929843221e-03
2.314928589e+02,6.593056954e-03
2.316988068e+02,-4.408624489e-03
2.319047699e+02,1.969965175e-02
2.321107483e+02,2.767025866e-02
2.323167419e+02,1.097127702e-02
2.325227509e+02,7.273645606e-04
2.327287750e+02,3.814571071e-03
2.329348145e+02,8.361184038e-03
2.331408691e+02,1.147645619e-02
2.333469391e+02,5.975615699e-03
2.335530243e+02,7.350826170e-03
2.337591248e+02,1.288674888e-03
2.339652405e+02,2.832278144e-03
2.341713867e+02,5.870370078e-04
2.343775330e+02,1.560208760e-02
2.345836945e+02,2.884900942e-02
2.347898712e+02,1.532143168e-02
2.349960785e+02,7.519219071e-03
2.352022858e+02,4.768798593e-03
2.354085083e+02,-3.370200517e-03
2.356147614e+02,9.371543303e-03
2.358210144e+02,1.625461038e-03
2.360272827e+02,-7.074848283e-03
2.362335815e+02,1.896994933e-02
2.364398804e+02,1.262714248e-02
2.366462097e+02,-2.268629032e-04
2.368525391e+02,-3.005348844e-03
2.370588989e+02,1.457067905e-03
2.372652588e+02,1.916640811e-02
2.374716492e+02,9.568001144e-03
2.376780548e+02,1.176412799e-03
2.378844604e+02,1.739827916e-02
2.380908966e+02,5.105584860e-03
2.382973480e+02,-2.584366128e-03
2.385037994e+02,7.098236121e-03
2.387102814e+02,5.498501938e-03
2.389167786e+02,5.610764027e-03
2.391232758e+02,1.265520789e-02
2.393298035e+02,5.133650266e-03
2.395363464e+02,8.838297799e-03
2.397429047e+02,1.026963908e-02
2.399494781e+02,1.170098037e-02
2.401560669e+02,3.561981488e-03
2.403626556e+02,1.276747044e-02
2.405692749e+02,1.374976337e-02
2.407759094e+02,-1.181090367e-03
2.409825592e+02,6.452729460e-03
2.411892242e+02,1.116773579e-02
2.413959045e+02,-4.184100311e-03
2.416026001e+02,2.093453519e-02
2.418093109e+02,3.154329956e-02
2.420160370e+02,-4.436689895e-03
2.422227783e+02,1.043803245e-02
2.424295502e+02,7.238564081e-03
2.426363220e+02,1.989611052e-02
2.428431091e+02,1.683696918e-02
2.430499115e+02,7.182432804e-03
2.432567291e+02,8.333118632e-03
2.434635620e+02,-3.952559782e-04
2.436704102e+02,3.758440027e-03
2.438772888e+02,1.484431792e-02
2.440841675e+02,4.432012327e-03
2.442910614e+02,1.501271129e-02
2.444979706e+02,1.501271129e-02
2.447049103e+02,4.768798593e-03
2.449118500e+02,9.960918687e-03
2.451188049e+02,1.119580120e-02
2.453257904e+02,3.056802321e-03
2.455327759e+02,1.863316260e-02
2.457397766e+02,1.711762510e-02
2.459468079e+02,2.299033338e-03
2.461538391e+02,6.452729460e-03
2.463609009e+02,3.533916082e-03
2.465679626e+02,9.175084531e-03
2.467750549e+02,1.346910838e-02
2.469821472e+02,9.259280749e-03
2.471892548e+02,-8.443042170e-04
2.473963928e+02,-2.268629032e-04
2.476035309e+02,1.192550454e-02
2.478106995e+02,1.008019666e-03
2.480178833e+02,1.653526560e-03
2.482250671e+02,1.582661085e-02
2.484322815e+02,5.835288204e-03
2.486394958e+02,1.414267998e-02
2.488467407e+02,2.410593815e-02
2.490539856e+02,8.136660792e-03
2.492612610e+02,2.388141304e-02
2.494685516e+02,1.150452159e-02
2.496758423e+02,1.217809413e-02
2.498831635e+02,3.561981488e-03
2.500904999e+02,-1.476479974e-02
2.502978363e+02,-4.969934933e-03
2.505052032e+02,8.136660792e-03
2.507125854e+02,5.077519454e-03
2.509199829e+02,-6.457407027e-03
2.511273804e+02,1.172904577e-02
